,Title,Runtime.x,Rating.x,Director.x,Lead.x,Votes.x,Budget,Sequel,Rounded,Action,Adventure,Comedy,Drama,War,Music,Animation,History,Horror,Mystery,Thriller,Fantasy,Biography,Crime,Sci.Fi,Family,Sport,Romance,Western,Musical
571,Not Another Teen Movie,89,5.7,Joel Gallen,Chyler Leigh,"108,318",15000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,The Aviator,170,7.5,Martin Scorsese,Leonardo DiCaprio,"367,020",110000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,The 40-Year-Old Virgin,116,7.1,Judd Apatow,Steve Carell,"444,712",26000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,Alita: Battle Angel,122,7.3,Robert Rodriguez,Rosa Salazar,"274,007",170000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,Moulin Rouge!,127,7.6,Baz Luhrmann,Nicole Kidman,"288,756",50000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,Nomadland,107,7.3,Chloé Zhao,Frances McDormand,"165,724",5000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,The Secret: Dare to Dream,107,6.5,Andy Tennant,Katie Holmes,"14,953",21000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,Wonder Woman,141,7.4,Patty Jenkins,Gal Gadot,"665,805",149000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,47 Meters Down: Uncaged,90,5,Johannes Roberts,Sophie Nélisse,"27,609",12000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,Lady Bird,94,7.4,Greta Gerwig,Saoirse Ronan,"297,871",10000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,Finding Nemo,100,8.2,Andrew Stanton,Albert Brooks,"1,053,123",94000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Crash,112,7.8,Paul Haggis,Don Cheadle,"439,584",6500000,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
583,Avengers: Age of Ultron,141,7.3,Joss Whedon,Robert Downey Jr.,"873,022",250000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,Black Hawk Down,144,7.7,Ridley Scott,Josh Hartnett,"402,005",92000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,Tangled,100,7.7,Nathan Greno,Mandy Moore,"461,342",260000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,I Know Who Killed Me,105,3.6,Chris Sivertson,Lindsay Lohan,"30,105",12000000,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,Aquaman,143,6.8,James Wan,Jason Momoa,"482,007",160000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,Jack Reacher,130,7,Christopher McQuarrie,Tom Cruise,"346,498",60000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,12 Years a Slave,134,8.1,Steve McQueen,Chiwetel Ejiofor,"707,696",20000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,Swiss Army Man,97,6.9,Dan Kwan,Paul Dano,"125,286",3000000,0,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
591,Brothers,105,7.1,Jim Sheridan,Jake Gyllenhaal,"132,564",26000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,The Lovely Bones,135,6.6,Peter Jackson,Rachel Weisz,"172,231",65000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,The Town,125,7.5,Ben Affleck,Ben Affleck,"396,682",37000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,DC League of Super-Pets,105,7.2,Jared Stern,Dwayne Johnson,"66,193",90000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,Purple Hearts,122,6.7,Elizabeth Allen Rosenbaum,Sofia Carson,"40,088",2800000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,Prospect,100,6.3,Christopher Caldwell,Sophie Thatcher,"29,220",4000000,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597,13 Hours,144,7.3,Michael Bay,John Krasinski,"147,284",50000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,Furious 6,130,7,Justin Lin,Vin Diesel,"398,983",160000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,The Village,108,6.6,M. Night Shyamalan,Sigourney Weaver,"265,802",60000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,Constantine,121,7,Francis Lawrence,Keanu Reeves,"352,466",100000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,Hercules,98,6,Brett Ratner,Dwayne Johnson,"158,634",100000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,Train to Busan,118,7.6,Sang-ho Yeon,Gong Yoo,"227,948",7600000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,Slumberland,117,6.7,Francis Lawrence,Jason Momoa,"23,494",150000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,Pearl Harbor,183,6.2,Michael Bay,Ben Affleck,"337,359",140000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,Cruella,134,7.3,Craig Gillespie,Emma Stone,"239,087",100000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,Okja,120,7.3,Bong Joon Ho,Tilda Swinton,"124,379",50000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,The Hobbit: The Battle of the Five Armies,144,7.4,Peter Jackson,Ian McKellen,"540,700",250000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,Mamma Mia!,108,6.5,Phyllida Lloyd,Meryl Streep,"251,863",52000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,Gifted,101,7.6,Marc Webb,Chris Evans,"119,823",7000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,I Spit on Your Grave,108,6.2,Steven R. Monroe,Sarah Butler,"86,499",2000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,Grown Ups 2,101,5.3,Dennis Dugan,Adam Sandler,"158,065",80000000,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,Underworld,121,7,Len Wiseman,Kate Beckinsale,"274,199",22000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,The Incredibles,115,8,Brad Bird,Craig T. Nelson,"748,073",92000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,Cashback,102,7.1,Sean Ellis,Sean Biggerstaff,"88,350",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,A Knight's Tale,132,6.9,Brian Helgeland,Heath Ledger,"190,795",65000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,The Pursuit of Happyness,117,8,Gabriele Muccino,Will Smith,"521,308",55000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,50 First Dates,99,6.8,Peter Segal,Adam Sandler,"361,564",75000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,The Guilty,90,6.3,Antoine Fuqua,Jake Gyllenhaal,"130,237",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,Skyfall,143,7.8,Sam Mendes,Daniel Craig,"703,703",200000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,Law Abiding Citizen,109,7.4,F. Gary Gray,Gerard Butler,"302,772",50000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,The Hobbit: The Desolation of Smaug,161,7.8,Peter Jackson,Ian McKellen,"671,557",225000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,The Tomorrow War,138,6.5,Chris McKay,Chris Pratt,"209,684",200000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,Kingdom of Heaven,144,7.2,Ridley Scott,Orlando Bloom,"293,471",130000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,Ocean's Eleven,116,7.7,Steven Soderbergh,George Clooney,"583,242",85000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,Mr. Harrigan's Phone,104,6,John Lee Hancock,Donald Sutherland,"31,660",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,And Your Mother Too,106,7.7,Alfonso Cuarón,Maribel Verdú,"124,716",2000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,Corsage,114,6.7,Marie Kreutzer,Vicky Krieps,"5,619",8000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,Terminator: Dark Fate,128,6.2,Tim Miller,Linda Hamilton,"181,512",185000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,Alien: Covenant,122,6.4,Ridley Scott,Michael Fassbender,"286,033",97000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,The Meg,113,5.6,Jon Turteltaub,Jason Statham,"174,906",130000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,In Time,109,6.7,Andrew Niccol,Justin Timberlake,"417,748",40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,Memories of Murder,132,8.1,Bong Joon Ho,Song Kang-ho,"189,961",2800000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,Bird Box,124,6.6,Susanne Bier,Sandra Bullock,"350,735",19800000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,The Human Centipede (First Sequence),92,4.4,Tom Six,Dieter Laser,"81,134",1600000,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,Manchester by the Sea,137,7.8,Kenneth Lonergan,Casey Affleck,"288,545",9000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,After We Collided,105,5,Roger Kumble,Josephine Langford,"33,416",14000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,The Bourne Identity,119,7.9,Doug Liman,Franka Potente,"552,753",60000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,Death Proof,127,7,Quentin Tarantino,Kurt Russell,"296,383",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,Day Shift,113,6.1,J.J. Perry,Jamie Foxx,"79,637",100000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,Drishyam 2,140,8.3,Abhishek Pathak,Ajay Devgn,"32,131",6000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,Ocean's Eight,110,6.3,Gary Ross,Sandra Bullock,"224,640",70000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,Moonlight,111,7.4,Barry Jenkins,Mahershala Ali,"313,286",4000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,The Best of Me,118,6.6,Michael Hoffman,James Marsden,"74,012",26000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,Indiana Jones and the Kingdom of the Crystal Skull,122,6.2,Steven Spielberg,Harrison Ford,"460,335",185000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,The Legend of Tarzan,110,6.2,David Yates,Alexander Skarsgård,"179,654",180000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,Stardust,127,7.6,Matthew Vaughn,Charlie Cox,"275,586",70000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,Holy Spider,118,7.3,Ali Abbasi,Mehdi Bajestani,"13,072",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,Pirates of the Caribbean: Dead Men Tell No Tales,129,6.5,Joachim Rønning,Johnny Depp,"318,305",230000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,Percy Jackson & the Olympians: The Lightning Thief,118,5.8,Chris Columbus,Logan Lerman,"192,017",95000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,Unfaithful,124,6.7,Adrian Lyne,Richard Gere,"91,681",50000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,Star Wars: Episode VIII - The Last Jedi,152,6.9,Rian Johnson,Daisy Ridley,"639,316",317000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,The Forgotten Battle,124,7.1,Matthijs van Heijningen Jr.,Gijs Blom,"32,315",15000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,The Descent,99,7.2,Neil Marshall,Shauna Macdonald,"229,938",4000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,Fifty Shades Darker,118,4.6,James Foley,Dakota Johnson,"104,948",55000000,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,Bad Boys for Life,124,6.5,Adil El Arbi,Will Smith,"164,099",90000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,Crisis,118,6.2,Nicholas Jarecki,Gary Oldman,"11,662",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,Jungle,115,6.7,Greg McLean,Daniel Radcliffe,"58,747",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,Do Revenge,118,6.3,Jennifer Kaytin Robinson,Camila Mendes,"40,793",25000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"Monsters, Inc.",92,8.1,Pete Docter,Billy Crystal,"918,776",115000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,Mission: Impossible - Rogue Nation,131,7.4,Christopher McQuarrie,Tom Cruise,"379,066",150000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,Enchanted,107,7.1,Kevin Lima,Amy Adams,"208,398",85000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,Love and Monsters,109,6.9,Michael Matthews,Dylan O'Brien,"131,482",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,Toy Story 4,100,7.7,Josh Cooley,Tom Hanks,"256,291",200000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,Brian and Charles,90,6.7,Jim Archer,David Earl,"5,232",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,He's Just Not That Into You,129,6.4,Ken Kwapis,Ginnifer Goodwin,"176,150",40000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,The Mummy Returns,130,6.4,Stephen Sommers,Brendan Fraser,"330,785",98000000,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
667,Prey for the Devil,93,5.2,Daniel Stamm,Jacqueline Byers,"10,605",NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,"I, Robot",115,7.1,Alex Proyas,Will Smith,"547,834",120000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,Project X,88,6.6,Nima Nourizadeh,Thomas Mann,"215,445",12000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,White House Down,131,6.3,Roland Emmerich,Channing Tatum,"225,813",150000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,BlacKkKlansman,135,7.5,Spike Lee,John David Washington,"269,549",15000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,The Place Beyond the Pines,140,7.3,Derek Cianfrance,Ryan Gosling,"273,441",15000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,Zombieland,88,7.6,Ruben Fleischer,Jesse Eisenberg,"586,218",23600000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,Saw,103,7.6,James Wan,Cary Elwes,"428,694",1200000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,The Many Saints of Newark,120,6.3,Alan Taylor,Alessandro Nivola,"56,208",50000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,Another Round,117,7.7,Thomas Vinterberg,Mads Mikkelsen,"166,525",5200000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,Life,104,6.6,Daniel Espinosa,Jake Gyllenhaal,"236,014",58000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,The Hunger Games: Mockingjay - Part 2,137,6.5,Francis Lawrence,Jennifer Lawrence,"334,264",160000000,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679,V for Vendetta,132,8.2,James McTeigue,Hugo Weaving,"1,130,072",54000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,P.S. I Love You,126,7,Richard LaGravenese,Hilary Swank,"212,735",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,Birth,100,6.2,Jonathan Glazer,Nicole Kidman,"37,530",20000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,Warrior,140,8.2,Gavin O'Connor,Tom Hardy,"477,181",25000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Marriage Story,137,7.9,Noah Baumbach,Adam Driver,"317,476",18000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,Belfast,98,7.3,Kenneth Branagh,Jude Hill,"77,984",25000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,Mission: Impossible - Ghost Protocol,132,7.4,Brad Bird,Tom Cruise,"496,343",145000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,The Girl in the Spider's Web,115,6.1,Fede Alvarez,Claire Foy,"48,879",43000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,The House That Jack Built,152,6.8,Lars von Trier,Matt Dillon,"80,028",9900000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,The Chronicles of Riddick,119,6.6,David Twohy,Vin Diesel,"232,413",110000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,The Lives of Others,137,8.4,Florian Henckel von Donnersmarck,Ulrich Mühe,"392,750",2000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,Redeeming Love,134,6.7,D.J. Caruso,Abigail Cowen,"8,494",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,It Chapter Two,169,6.5,Andy Muschietti,Jessica Chastain,"272,520",79000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,Star Trek Beyond,122,7,Justin Lin,Chris Pine,"249,299",185000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,Jumanji: The Next Level,123,6.7,Jake Kasdan,Dwayne Johnson,"257,008",125000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,Taken,90,7.8,Pierre Morel,Liam Neeson,"609,162",25000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,Wet Hot American Summer,97,6.5,David Wain,Janeane Garofalo,"58,681",1800000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,Bad Times at the El Royale,141,7.1,Drew Goddard,Jeff Bridges,"153,732",32000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,Phantom Thread,130,7.4,Paul Thomas Anderson,Vicky Krieps,"135,889",35000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,Men in Black 3,106,6.8,Barry Sonnenfeld,Will Smith,"368,557",90000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,Blacklight,104,4.8,Mark Williams,Liam Neeson,"19,927",43000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,The Secret Life of Walter Mitty,114,7.3,Ben Stiller,Ben Stiller,"322,675",90000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
